scenario,policy,scenario_seed,requests,delivered,on_time,rejected,priority_requests,priority_on_time,unfinished,travel_ticks,distance,energy_used,energy_charged,delay,reward,on_time_rate,completion_rate,priority_service,distance_per_delivery,mean_delay,latency_median_ms
traffic_disruption,deadline,1002067,23,14,7,2,8,3,7,94,49,49,36,58,-6.140000000000001,0.30434782608695654,0.6086956521739131,0.375,3.5,4.142857142857143,0.006339500004060028
traffic_disruption,deadline,1002068,33,16,3,14,3,1,3,96,58,58,33,158,-134.37,0.09090909090909091,0.48484848484848486,0.3333333333333333,3.625,9.875,0.006595000002107554
traffic_disruption,deadline,1002069,30,13,4,10,8,2,7,97,57,57,24,117,-160.11,0.13333333333333333,0.43333333333333335,0.25,4.384615384615385,9.0,0.0071409999691240955
traffic_disruption,deadline,1002070,33,18,5,10,8,1,5,95,61,61,30,159,-100.4,0.15151515151515152,0.5454545454545454,0.125,3.388888888888889,8.833333333333334,0.0069499999995059625
traffic_disruption,deadline,1002071,21,15,8,1,5,1,5,91,59,59,36,49,37.00999999999996,0.38095238095238093,0.7142857142857143,0.2,3.933333333333333,3.2666666666666666,0.006414500006712842
traffic_disruption,deadline,1002072,22,16,13,0,3,3,6,92,56,56,36,22,64.11000000000006,0.5909090909090909,0.7272727272727273,1.0,3.5,1.375,0.006424499986223964
traffic_disruption,deadline,1002073,29,14,5,9,4,1,6,98,52,52,24,171,-162.56000000000006,0.1724137931034483,0.4827586206896552,0.25,3.7142857142857144,12.214285714285714,0.00685050000015508
traffic_disruption,deadline,1002074,25,15,6,4,5,2,6,97,54,54,30,102,-67.80000000000001,0.24,0.6,0.4,3.6,6.8,0.006549500000119224
traffic_disruption,deadline,1002075,32,15,4,12,2,0,5,97,57,57,33,155,-153.32,0.125,0.46875,0.0,3.8,10.333333333333334,0.006609999985585091
traffic_disruption,deadline,1002076,28,17,8,6,5,4,5,95,55,55,33,150,-18.119999999999976,0.2857142857142857,0.6071428571428571,0.8,3.235294117647059,8.823529411764707,0.0067099999796482734
traffic_disruption,deadline,1002077,37,13,4,18,13,1,6,97,59,59,27,145,-340.92999999999995,0.10810810810810811,0.35135135135135137,0.07692307692307693,4.538461538461538,11.153846153846153,0.006784999982301088
traffic_disruption,deadline,1002078,31,16,7,11,9,4,4,97,61,61,30,88,-62.049999999999955,0.22580645161290322,0.5161290322580645,0.4444444444444444,3.8125,5.5,0.006403999975646002
traffic_disruption,deadline,1002079,34,16,7,11,5,2,7,97,58,58,33,149,-155.36999999999998,0.20588235294117646,0.47058823529411764,0.4,3.625,9.3125,0.006540000015320402
traffic_disruption,deadline,1002080,28,19,9,5,7,3,4,100,53,53,21,72,35.85999999999997,0.32142857142857145,0.6785714285714286,0.42857142857142855,2.789473684210526,3.789473684210526,0.0064400000212572195
traffic_disruption,deadline,1002081,33,15,5,13,4,0,5,94,55,55,33,183,-255.87000000000012,0.15151515151515152,0.45454545454545453,0.0,3.6666666666666665,12.2,0.006640000009383584
traffic_disruption,deadline,1002082,28,14,7,9,5,1,5,87,48,48,24,88,-147.66,0.25,0.5,0.2,3.4285714285714284,6.285714285714286,0.006594500035816964
traffic_disruption,deadline,1002083,28,15,8,7,9,4,6,94,56,56,36,101,-85.84000000000003,0.2857142857142857,0.5357142857142857,0.4444444444444444,3.7333333333333334,6.733333333333333,0.006605000010040385
traffic_disruption,deadline,1002084,28,14,3,7,10,2,7,95,60,60,30,133,-155.55000000000004,0.10714285714285714,0.5,0.2,4.285714285714286,9.5,0.0066599999684058275
traffic_disruption,deadline,1002085,26,17,9,4,4,2,5,93,57,57,36,87,3.059999999999995,0.34615384615384615,0.6538461538461539,0.5,3.3529411764705883,5.117647058823529,0.006474500025888119
traffic_disruption,deadline,1002086,28,18,11,4,9,4,6,95,57,57,36,78,20.409999999999968,0.39285714285714285,0.6428571428571429,0.4444444444444444,3.1666666666666665,4.333333333333333,0.00634899998885885
traffic_disruption,deadline,1002087,25,13,7,4,9,3,8,95,57,57,39,86,-141.11,0.28,0.52,0.3333333333333333,4.384615384615385,6.615384615384615,0.006464500017955288
traffic_disruption,deadline,1002088,26,13,6,7,4,1,6,95,60,60,30,119,-131.85000000000002,0.23076923076923078,0.5,0.25,4.615384615384615,9.153846153846153,0.006424499986223964
traffic_disruption,deadline,1002089,32,13,5,13,9,3,6,93,56,56,36,101,-218.39000000000004,0.15625,0.40625,0.3333333333333333,4.3076923076923075,7.769230769230769,0.0064400000212572195
traffic_disruption,deadline,1002090,27,17,3,8,8,2,2,94,53,53,30,220,-53.24999999999999,0.1111111111111111,0.6296296296296297,0.25,3.1176470588235294,12.941176470588236,0.006619999993517922
traffic_disruption,deadline,1002091,22,16,6,3,6,3,3,94,57,57,30,135,32.54999999999998,0.2727272727272727,0.7272727272727273,0.5,3.5625,8.4375,0.006464499961111869
traffic_disruption,deadline,1002092,19,11,7,1,5,2,7,88,54,54,30,37,-48.55,0.3684210526315789,0.5789473684210527,0.4,4.909090909090909,3.3636363636363638,0.006345000002738743
traffic_disruption,deadline,1002093,21,13,7,2,1,0,6,92,50,50,24,70,-26.56000000000001,0.3333333333333333,0.6190476190476191,0.0,3.8461538461538463,5.384615384615385,0.006359499991503981
traffic_disruption,deadline,1002094,32,15,6,11,6,3,6,97,53,53,27,122,-150.78000000000003,0.1875,0.46875,0.5,3.533333333333333,8.133333333333333,0.006354499987537565
traffic_disruption,deadline,1002095,22,14,5,3,9,3,5,95,56,56,33,148,-62.270000000000024,0.22727272727272727,0.6363636363636364,0.3333333333333333,4.0,10.571428571428571,0.0064240000199333736
traffic_disruption,deadline,1002096,30,15,7,9,7,2,6,95,57,57,33,81,-145.71999999999997,0.23333333333333334,0.5,0.2857142857142857,3.8,5.4,0.006444999996801926
traffic_disruption,deadline,1002097,41,16,6,20,14,4,5,97,60,60,33,139,-247.11999999999995,0.14634146341463414,0.3902439024390244,0.2857142857142857,3.75,8.6875,0.0064544999816007476
traffic_disruption,deadline,1002098,35,14,2,15,6,0,6,98,59,59,30,154,-265.1000000000001,0.05714285714285714,0.4,0.0,4.214285714285714,11.0,0.006469499993499994
traffic_disruption,deadline,1002099,40,15,6,19,5,4,6,95,57,57,33,121,-199.12000000000003,0.15,0.375,0.8,3.8,8.066666666666666,0.00643949999812321
traffic_disruption,deadline,1002100,31,14,7,11,9,2,6,97,53,53,33,86,-147.76999999999998,0.22580645161290322,0.45161290322580644,0.2222222222222222,3.7857142857142856,6.142857142857143,0.006494499984910362
traffic_disruption,deadline,1002101,27,13,6,8,7,1,6,93,57,57,39,89,-135.91,0.2222222222222222,0.48148148148148145,0.14285714285714285,4.384615384615385,6.846153846153846,0.0064249999809362635
traffic_disruption,deadline,1002102,41,16,4,21,1,0,4,95,60,60,33,170,-247.6699999999999,0.0975609756097561,0.3902439024390244,0.0,3.75,10.625,0.006575000043085311
traffic_disruption,deadline,1002103,22,16,9,1,7,3,5,95,54,54,27,62,10.269999999999996,0.4090909090909091,0.7272727272727273,0.42857142857142855,3.375,3.875,0.006480000024566834
traffic_disruption,deadline,1002104,34,17,8,13,6,3,4,94,52,52,27,141,-135.07999999999998,0.23529411764705882,0.5,0.5,3.0588235294117645,8.294117647058824,0.006544999990865108
traffic_disruption,deadline,1002105,41,17,8,20,10,2,4,94,56,56,36,124,-230.08999999999992,0.1951219512195122,0.4146341463414634,0.2,3.2941176470588234,7.294117647058823,0.006460000008701172
traffic_disruption,deadline,1002106,29,15,8,9,6,5,5,95,58,58,39,113,-79.35999999999997,0.27586206896551724,0.5172413793103449,0.8333333333333334,3.8666666666666667,7.533333333333333,0.00672549998625982
traffic_disruption,deadline,1002107,21,15,6,2,8,4,4,96,51,51,24,132,25.43999999999999,0.2857142857142857,0.7142857142857143,0.5,3.4,8.8,0.006509499996809609
traffic_disruption,deadline,1002108,26,14,7,6,3,1,6,93,58,58,36,61,-79.94000000000001,0.2692307692307692,0.5384615384615384,0.3333333333333333,4.142857142857143,4.357142857142857,0.006465000012667588
traffic_disruption,deadline,1002109,44,14,4,24,12,1,6,97,51,51,24,147,-436.8600000000001,0.09090909090909091,0.3181818181818182,0.08333333333333333,3.642857142857143,10.5,0.006470000016634003
traffic_disruption,deadline,1002110,29,13,4,10,8,1,6,98,57,57,24,123,-165.86,0.13793103448275862,0.4482758620689655,0.125,4.384615384615385,9.461538461538462,0.006474999992178709
traffic_disruption,deadline,1002111,32,11,5,14,7,3,7,92,56,56,33,79,-266.2700000000001,0.15625,0.34375,0.42857142857142855,5.090909090909091,7.181818181818182,0.006354499987537565
traffic_disruption,deadline,1002112,25,17,5,5,4,2,3,96,58,58,27,148,16.56999999999998,0.2,0.68,0.5,3.411764705882353,8.705882352941176,0.00651950000474244
traffic_disruption,deadline,1002113,29,18,5,8,7,1,3,95,53,53,33,181,-18.520000000000003,0.1724137931034483,0.6206896551724138,0.14285714285714285,2.9444444444444446,10.055555555555555,0.006480000024566834
traffic_disruption,deadline,1002114,26,16,9,4,9,3,6,94,57,57,39,64,-42.35999999999997,0.34615384615384615,0.6153846153846154,0.3333333333333333,3.5625,4.0,0.006399499966391886
traffic_disruption,deadline,1002115,28,19,7,4,6,2,5,93,58,58,36,107,29.059999999999974,0.25,0.6785714285714286,0.3333333333333333,3.0526315789473686,5.631578947368421,0.006444999996801926
traffic_disruption,deadline,1002116,32,17,6,11,10,3,4,95,56,56,33,128,-117.02,0.1875,0.53125,0.3,3.2941176470588234,7.529411764705882,0.006450000000768341
traffic_disruption,deadline,1002117,30,13,4,11,9,0,6,96,61,61,30,167,-285.6,0.13333333333333333,0.43333333333333335,0.0,4.6923076923076925,12.846153846153847,0.006655000021282831
traffic_disruption,deadline,1002118,31,14,5,11,8,2,6,95,58,58,30,106,-153.95,0.16129032258064516,0.45161290322580644,0.25,4.142857142857143,7.571428571428571,0.006439499969701501
traffic_disruption,deadline,1002119,33,17,7,11,7,2,5,94,63,63,36,131,-103.34000000000003,0.21212121212121213,0.5151515151515151,0.2857142857142857,3.7058823529411766,7.705882352941177,0.006429500018612089
traffic_disruption,deadline,1002120,33,14,4,13,9,2,6,96,61,61,36,145,-220.19000000000005,0.12121212121212122,0.42424242424242425,0.2222222222222222,4.357142857142857,10.357142857142858,0.00648500000011154
traffic_disruption,deadline,1002121,25,17,5,3,4,0,5,92,64,64,39,120,2.2900000000000347,0.2,0.68,0.0,3.764705882352941,7.0588235294117645,0.00643949999812321
traffic_disruption,deadline,1002122,23,13,3,3,6,2,7,93,58,58,27,92,-43.629999999999974,0.13043478260869565,0.5652173913043478,0.3333333333333333,4.461538461538462,7.076923076923077,0.006339500004060028
traffic_disruption,deadline,1002123,24,15,6,4,6,3,5,97,54,54,27,105,2.519999999999996,0.25,0.625,0.5,3.6,7.0,0.006504500021264903
traffic_disruption,deadline,1002124,32,15,4,13,2,1,4,96,56,56,30,180,-157.45,0.125,0.46875,0.5,3.7333333333333334,12.0,0.0065050000159772026
traffic_disruption,deadline,1002125,33,16,6,11,8,5,6,99,56,56,27,151,-126.28000000000003,0.18181818181818182,0.48484848484848486,0.625,3.5,9.4375,0.00643949999812321
traffic_disruption,deadline,1002126,25,17,5,4,5,1,4,96,60,60,30,178,-27.05000000000002,0.2,0.68,0.2,3.5294117647058822,10.470588235294118,0.006409999997458726
traffic_disruption,deadline,1002127,30,18,7,7,7,4,5,96,58,58,27,106,-18.329999999999977,0.23333333333333334,0.6,0.5714285714285714,3.2222222222222223,5.888888888888889,0.00647449999746641
traffic_disruption,deadline,1002128,35,14,3,17,11,2,4,97,58,58,27,168,-252.08,0.08571428571428572,0.4,0.18181818181818182,4.142857142857143,12.0,0.006595000030529263
traffic_disruption,deadline,1002129,29,15,5,9,5,1,5,94,57,57,27,137,-131.57999999999996,0.1724137931034483,0.5172413793103449,0.2,3.8,9.133333333333333,0.006579999990208307
traffic_disruption,deadline,1002130,29,15,5,10,4,0,4,97,54,54,27,144,-168.97999999999996,0.1724137931034483,0.5172413793103449,0.0,3.6,9.6,0.0064950000080443715
traffic_disruption,deadline,1002131,32,15,6,12,10,3,5,94,56,56,39,110,-111.71000000000004,0.1875,0.46875,0.3,3.7333333333333334,7.333333333333333,0.0063945000192688894
traffic_disruption,deadline,1002132,32,16,6,11,6,3,5,93,61,61,30,157,-124.60000000000001,0.1875,0.5,0.5,3.8125,9.8125,0.006574999986241892
traffic_disruption,deadline,1002133,33,18,5,9,5,2,6,95,58,58,36,136,-71.24000000000001,0.15151515151515152,0.5454545454545454,0.4,3.2222222222222223,7.555555555555555,0.006650000017316415
traffic_disruption,deadline,1002134,30,13,5,11,8,3,6,98,56,56,30,125,-197.29999999999998,0.16666666666666666,0.43333333333333335,0.375,4.3076923076923075,9.615384615384615,0.006500000012010787
traffic_disruption,deadline,1002135,22,15,4,2,6,1,5,99,56,56,21,129,-3.5400000000000347,0.18181818181818182,0.6818181818181818,0.16666666666666666,3.7333333333333334,8.6,0.00631449998422795
traffic_disruption,deadline,1002136,26,15,7,7,12,3,4,97,53,53,27,84,-40.42999999999999,0.2692307692307692,0.5769230769230769,0.25,3.533333333333333,5.6,0.006409999997458726
traffic_disruption,deadline,1002137,33,15,3,13,3,0,5,97,52,52,30,181,-220.15000000000006,0.09090909090909091,0.45454545454545453,0.0,3.466666666666667,12.066666666666666,0.0063800000020819425
traffic_disruption,deadline,1002138,23,14,4,4,7,2,5,97,57,57,30,118,-66.75,0.17391304347826086,0.6086956521739131,0.2857142857142857,4.071428571428571,8.428571428571429,0.006354000021246975
traffic_disruption,deadline,1002139,28,15,5,9,6,0,4,97,58,58,27,139,-159.38,0.17857142857142858,0.5357142857142857,0.0,3.8666666666666667,9.266666666666667,0.006374499974981518
traffic_disruption,deadline,1002140,31,13,3,12,5,2,6,96,57,57,30,180,-213.24999999999994,0.0967741935483871,0.41935483870967744,0.4,4.384615384615385,13.846153846153847,0.006514999995488324
traffic_disruption,deadline,1002141,30,16,7,9,8,2,5,92,60,60,36,154,-155.94,0.23333333333333334,0.5333333333333333,0.25,3.75,9.625,0.00647449999746641
traffic_disruption,deadline,1002142,36,14,5,17,9,2,5,96,61,61,33,147,-237.57,0.1388888888888889,0.3888888888888889,0.2222222222222222,4.357142857142857,10.5,0.0066100000140068005
traffic_disruption,deadline,1002143,23,16,8,1,6,3,6,96,60,60,33,84,6.230000000000061,0.34782608695652173,0.6956521739130435,0.5,3.75,5.25,0.006374500003403227
traffic_disruption,deadline,1002144,35,13,4,16,7,1,6,95,57,57,33,93,-230.21999999999997,0.11428571428571428,0.37142857142857144,0.14285714285714285,4.384615384615385,7.153846153846154,0.0065044999928431935
traffic_disruption,deadline,1002145,33,16,4,12,5,1,5,96,57,57,30,174,-196.35000000000002,0.12121212121212122,0.48484848484848486,0.2,3.5625,10.875,0.006689999992204321
traffic_disruption,deadline,1002146,31,16,5,11,9,2,4,94,59,59,33,164,-165.02000000000004,0.16129032258064516,0.5161290322580645,0.2222222222222222,3.6875,10.25,0.006509999991521909
traffic_disruption,deadline,1002147,25,14,9,5,7,3,6,98,54,54,33,35,-30.370000000000005,0.36,0.56,0.42857142857142855,3.857142857142857,2.5,0.006514999995488324
traffic_disruption,deadline,1002148,31,17,13,8,11,9,6,97,56,56,24,64,-27.16000000000001,0.41935483870967744,0.5483870967741935,0.8181818181818182,3.2941176470588234,3.764705882352941,0.006499500017298487
traffic_disruption,deadline,1002149,31,18,8,8,6,1,5,92,59,59,36,92,-65.28999999999999,0.25806451612903225,0.5806451612903226,0.16666666666666666,3.2777777777777777,5.111111111111111,0.006510000019943618
traffic_disruption,planner,1002000,25,20,12,2,6,2,3,95,55,55,33,35,104.47999999999999,0.48,0.8,0.3333333333333333,2.75,1.75,0.006364499995470396
traffic_disruption,planner,1002001,39,16,6,19,15,4,4,98,57,57,24,162,-236.80999999999997,0.15384615384615385,0.41025641025641024,0.26666666666666666,3.5625,10.125,0.006579499995496008
traffic_disruption,planner,1002002,31,19,7,11,7,3,1,92,57,57,33,170,-29.370000000000026,0.22580645161290322,0.6129032258064516,0.42857142857142855,3.0,8.947368421052632,0.006705499998815867
traffic_disruption,planner,1002003,32,15,5,12,9,2,5,97,57,57,27,128,-156.43,0.15625,0.46875,0.2222222222222222,3.8,8.533333333333333,0.00664499998492829
traffic_disruption,planner,1002004,21,14,6,2,3,1,5,94,57,57,27,115,-26.580000000000013,0.2857142857142857,0.6666666666666666,0.3333333333333333,4.071428571428571,8.214285714285714,0.0064689999987876945
traffic_disruption,planner,1002005,24,16,6,4,5,3,4,97,56,56,27,150,0.8699999999999761,0.25,0.6666666666666666,0.6,3.5,9.375,0.006579999990208307
traffic_disruption,planner,1002006,32,13,6,13,7,1,6,93,53,53,33,98,-214.87,0.1875,0.40625,0.14285714285714285,4.076923076923077,7.538461538461538,0.006534999982932277
traffic_disruption,planner,1002007,32,18,5,10,10,2,4,96,55,55,27,172,-47.98,0.15625,0.5625,0.2,3.0555555555555554,9.555555555555555,0.006534000021929387
traffic_disruption,planner,1002008,31,15,5,11,4,2,5,95,55,55,24,153,-135.01,0.16129032258064516,0.4838709677419355,0.5,3.6666666666666665,10.2,0.006820999971068886
traffic_disruption,planner,1002009,23,17,7,0,8,4,6,92,61,61,36,99,59.41000000000001,0.30434782608695654,0.7391304347826086,0.5,3.588235294117647,5.823529411764706,0.006810000002133165
traffic_disruption,planner,1002010,35,15,4,14,8,2,6,95,59,59,33,161,-205.91999999999996,0.11428571428571428,0.42857142857142855,0.25,3.933333333333333,10.733333333333333,0.007195999984332957
traffic_disruption,planner,1002011,34,14,6,12,7,3,8,95,52,52,36,96,-220.44000000000003,0.17647058823529413,0.4117647058823529,0.42857142857142855,3.7142857142857144,6.857142857142857,0.00672499999154752
traffic_disruption,planner,1002012,41,16,7,21,13,3,4,90,59,59,33,123,-269.66999999999996,0.17073170731707318,0.3902439024390244,0.23076923076923078,3.6875,7.6875,0.00667999998427149
traffic_disruption,planner,1002013,25,16,9,3,5,2,6,90,53,53,34,43,-8.859999999999971,0.36,0.64,0.4,3.3125,2.6875,0.006494499984910362
traffic_disruption,planner,1002014,32,15,7,12,6,4,5,97,54,54,24,95,-94.75999999999999,0.21875,0.46875,0.6666666666666666,3.6,6.333333333333333,0.006400000046369314
traffic_disruption,planner,1002015,27,16,5,6,3,2,5,94,54,54,24,107,-28.210000000000015,0.18518518518518517,0.5925925925925926,0.6666666666666666,3.375,6.6875,0.00659950001136167
traffic_disruption,planner,1002016,37,16,5,17,9,3,4,95,47,47,27,111,-149.78000000000003,0.13513513513513514,0.43243243243243246,0.3333333333333333,2.9375,6.9375,0.006524999974999446
traffic_disruption,planner,1002017,30,15,3,10,6,0,5,96,51,51,24,158,-158.86,0.1,0.5,0.0,3.4,10.533333333333333,0.006540000015320402
traffic_disruption,planner,1002018,26,19,5,5,7,1,2,95,52,52,24,133,58.040000000000006,0.19230769230769232,0.7307692307692307,0.14285714285714285,2.736842105263158,7.0,0.007070499975725397
traffic_disruption,planner,1002019,31,17,8,9,7,3,5,94,57,57,33,117,-72.21999999999998,0.25806451612903225,0.5483870967741935,0.42857142857142855,3.3529411764705883,6.882352941176471,0.006915000000162763
traffic_disruption,planner,1002020,26,14,4,6,5,2,6,94,54,54,36,111,-76.03999999999999,0.15384615384615385,0.5384615384615384,0.4,3.857142857142857,7.928571428571429,0.00702050002132637
traffic_disruption,planner,1002021,32,14,4,12,8,2,6,95,50,50,30,174,-210.00000000000003,0.125,0.4375,0.25,3.5714285714285716,12.428571428571429,0.006875499991565448
traffic_disruption,planner,1002022,31,17,5,10,8,1,4,91,61,61,39,173,-134.20999999999995,0.16129032258064516,0.5483870967741935,0.125,3.588235294117647,10.176470588235293,0.00664500001335
traffic_disruption,planner,1002023,20,15,9,2,6,3,3,93,52,52,24,69,64.78999999999995,0.45,0.75,0.5,3.466666666666667,4.6,0.0064349999888690945
traffic_disruption,planner,1002024,46,14,4,25,14,2,7,95,55,55,30,136,-378.05000000000007,0.08695652173913043,0.30434782608695654,0.14285714285714285,3.9285714285714284,9.714285714285714,0.00676999999882355
traffic_disruption,planner,1002025,24,16,7,4,6,3,4,91,57,57,27,122,14.420000000000009,0.2916666666666667,0.6666666666666666,0.5,3.5625,7.625,0.006484499976977531
traffic_disruption,planner,1002026,16,16,13,0,3,3,0,95,51,51,30,14,155.40000000000012,0.8125,1.0,1.0,3.1875,0.875,0.006259000002728499
traffic_disruption,planner,1002027,31,17,6,10,6,3,4,97,57,57,30,144,-86.5,0.1935483870967742,0.5483870967741935,0.5,3.3529411764705883,8.470588235294118,0.006899999988263517
traffic_disruption,planner,1002028,24,17,7,2,7,4,5,91,59,59,33,125,35.730000000000025,0.2916666666666667,0.7083333333333334,0.5714285714285714,3.4705882352941178,7.352941176470588,0.0066049999816186755
traffic_disruption,planner,1002029,30,18,7,7,12,5,5,96,54,54,30,171,-45.699999999999996,0.23333333333333334,0.6,0.4166666666666667,3.0,9.5,0.00664500001335
traffic_disruption,planner,1002030,20,16,8,0,9,6,4,96,59,59,24,66,115.89000000000001,0.4,0.8,0.6666666666666666,3.6875,4.125,0.006659999996827537
traffic_disruption,planner,1002031,22,13,7,3,5,2,6,90,49,49,24,91,-51.81000000000002,0.3181818181818182,0.5909090909090909,0.4,3.769230769230769,7.0,0.006775000002789966
traffic_disruption,planner,1002032,26,16,7,5,4,3,5,92,51,51,30,63,-11.050000000000054,0.2692307692307692,0.6153846153846154,0.75,3.1875,3.9375,0.0066049999816186755
traffic_disruption,planner,1002033,37,16,7,16,5,3,5,93,53,53,24,153,-199.21000000000004,0.1891891891891892,0.43243243243243246,0.6,3.3125,9.5625,0.006535000011353986
traffic_disruption,planner,1002034,34,16,4,13,7,1,5,96,54,54,27,125,-165.18,0.11764705882352941,0.47058823529411764,0.14285714285714285,3.375,7.8125,0.006560000002764355
traffic_disruption,planner,1002035,31,18,11,7,6,4,6,95,53,53,30,109,-39.799999999999955,0.3548387096774194,0.5806451612903226,0.6666666666666666,2.9444444444444446,6.055555555555555,0.006515000023910034
traffic_disruption,planner,1002036,29,16,7,8,8,3,5,93,52,52,27,75,-47.77999999999998,0.2413793103448276,0.5517241379310345,0.375,3.25,4.6875,0.008774000008315852
traffic_disruption,planner,1002037,25,14,4,5,5,1,6,93,61,61,33,126,-76.86999999999999,0.16,0.56,0.2,4.357142857142857,9.0,0.006469499993499994
traffic_disruption,planner,1002038,28,17,7,6,9,1,5,95,59,59,27,126,-35.18000000000002,0.25,0.6071428571428571,0.1111111111111111,3.4705882352941178,7.411764705882353,0.006549999966409814
traffic_disruption,planner,1002039,26,17,7,5,7,3,4,95,61,61,33,168,-46.420000000000016,0.2692307692307692,0.6538461538461539,0.42857142857142855,3.588235294117647,9.882352941176471,0.006544999990865108
traffic_disruption,planner,1002040,42,15,5,21,10,0,6,95,53,53,30,72,-288.65000000000003,0.11904761904761904,0.35714285714285715,0.0,3.533333333333333,4.8,0.006875500019987157
traffic_disruption,planner,1002041,25,14,7,6,6,2,5,96,54,54,30,81,-50.500000000000036,0.28,0.56,0.3333333333333333,3.857142857142857,5.785714285714286,0.006464499989533579
traffic_disruption,planner,1002042,21,16,13,0,5,5,5,91,50,50,30,27,94.55000000000008,0.6190476190476191,0.7619047619047619,1.0,3.125,1.6875,0.006634999976995459
traffic_disruption,planner,1002043,32,17,7,10,9,3,5,93,53,53,30,125,-73.6,0.21875,0.53125,0.3333333333333333,3.1176470588235294,7.352941176470588,0.0064899999756562465
traffic_disruption,planner,1002044,34,16,4,12,7,1,6,92,53,53,42,153,-189.37999999999994,0.11764705882352941,0.47058823529411764,0.14285714285714285,3.3125,9.5625,0.006689999963782611
traffic_disruption,planner,1002045,26,18,9,4,7,6,4,93,55,55,33,127,57.23000000000003,0.34615384615384615,0.6923076923076923,0.8571428571428571,3.0555555555555554,7.055555555555555,0.006630000001450753
traffic_disruption,planner,1002046,29,19,7,5,7,3,5,91,60,60,33,121,23.929999999999993,0.2413793103448276,0.6551724137931034,0.42857142857142855,3.1578947368421053,6.368421052631579,0.006625000025906047
traffic_disruption,planner,1002047,39,18,6,17,9,1,4,96,59,59,27,156,-199.5800000000001,0.15384615384615385,0.46153846153846156,0.1111111111111111,3.2777777777777777,8.666666666666666,0.006510000019943618
traffic_disruption,planner,1002048,32,15,6,12,8,3,5,95,57,57,36,161,-114.14000000000003,0.1875,0.46875,0.375,3.8,10.733333333333333,0.006720500010715114
traffic_disruption,planner,1002049,39,18,9,15,10,5,6,91,63,63,36,104,-179.34,0.23076923076923078,0.46153846153846156,0.5,3.5,5.777777777777778,0.007030500000837492
traffic_disruption,planner,1002050,27,16,8,7,8,1,4,95,50,50,24,75,-48.71000000000004,0.2962962962962963,0.5925925925925926,0.125,3.125,4.6875,0.006915000000162763
traffic_disruption,planner,1002051,27,17,8,5,4,3,5,89,56,56,33,124,-8.720000000000013,0.2962962962962963,0.6296296296296297,0.75,3.2941176470588234,7.294117647058823,0.007245500000863103
traffic_disruption,planner,1002052,35,16,5,14,12,4,5,95,56,56,33,198,-202.92000000000007,0.14285714285714285,0.45714285714285713,0.3333333333333333,3.5,12.375,0.006700000000137152
traffic_disruption,planner,1002053,20,16,6,0,4,2,4,90,56,56,36,54,99.05999999999995,0.3,0.8,0.5,3.5,3.375,0.006329500024548906
traffic_disruption,planner,1002054,29,15,4,8,11,3,6,93,55,55,27,142,-104.78,0.13793103448275862,0.5172413793103449,0.2727272727272727,3.6666666666666665,9.466666666666667,0.006640000009383584
traffic_disruption,planner,1002055,32,17,8,10,7,4,5,97,59,59,24,137,-88.96,0.25,0.53125,0.5714285714285714,3.4705882352941178,8.058823529411764,0.0065949999736858445
traffic_disruption,planner,1002056,27,14,6,9,7,3,4,94,55,55,33,136,-105.27000000000004,0.2222222222222222,0.5185185185185185,0.42857142857142855,3.9285714285714284,9.714285714285714,0.006649999988894706
traffic_disruption,planner,1002057,27,15,5,8,7,2,4,97,57,57,30,140,-62.04999999999997,0.18518518518518517,0.5555555555555556,0.2857142857142857,3.8,9.333333333333334,0.006500000012010787
traffic_disruption,planner,1002058,27,12,4,9,9,2,6,95,51,51,33,121,-178.87,0.14814814814814814,0.4444444444444444,0.2222222222222222,4.25,10.083333333333334,0.006800499988912634
traffic_disruption,planner,1002059,28,16,7,7,9,2,5,92,54,54,33,97,-81.62000000000003,0.25,0.5714285714285714,0.2222222222222222,3.375,6.0625,0.0065594999796303455
traffic_disruption,planner,1002060,28,15,9,6,6,3,7,93,52,52,30,61,-78.95000000000002,0.32142857142857145,0.5357142857142857,0.5,3.466666666666667,4.066666666666666,0.006584999994174723
traffic_disruption,planner,1002061,24,13,4,6,5,2,5,92,48,48,18,88,-37.37,0.16666666666666666,0.5416666666666666,0.4,3.6923076923076925,6.769230769230769,0.006764999994857135
traffic_disruption,planner,1002062,38,18,7,15,12,5,5,96,53,53,30,139,-141.64999999999998,0.18421052631578946,0.47368421052631576,0.4166666666666667,2.9444444444444446,7.722222222222222,0.006595000002107554
traffic_disruption,planner,1002063,37,16,6,14,8,3,7,91,58,58,36,116,-180.99,0.16216216216216217,0.43243243243243246,0.375,3.625,7.25,0.00664499998492829
traffic_disruption,planner,1002064,28,17,9,6,8,3,5,95,55,55,30,76,-22.899999999999974,0.32142857142857145,0.6071428571428571,0.375,3.235294117647059,4.470588235294118,0.0065499999948315235
traffic_disruption,planner,1002065,28,17,7,6,6,3,5,93,54,54,30,105,-4.950000000000038,0.25,0.6071428571428571,0.5,3.176470588235294,6.176470588235294,0.006629999973029044
traffic_disruption,planner,1002066,26,16,4,5,4,0,5,94,55,55,24,157,-58.66000000000001,0.15384615384615385,0.6153846153846154,0.0,3.4375,9.8125,0.00702099998761696
